date,temphigh_f,tempavg_f,templow_f,humidityhigh_percent,humidityavg_percent,humiditylow_percent,visibilityhigh_miles,visibilityavg_miles,visibilitylow_miles,windhigh_mph,windavg_mph,windgust_mph,precipitation_inches,fog,rain,snow,thunderstorm
2016-07-01,96.0,85.0,74.0,93.0,70.0,46.0,10.0,10.0,8.0,10.0,5.0,17.0,0.0,0,0,0,0
2016-07-02,98.0,87.0,76.0,88.0,67.0,45.0,10.0,10.0,9.0,14.0,7.0,23.0,0.0,0,0,0,0
2016-07-03,98.0,88.0,78.0,85.0,67.0,48.0,10.0,10.0,10.0,15.0,8.0,25.0,0.0,0,0,0,0
2016-07-04,99.0,90.0,80.0,85.0,62.0,39.0,10.0,10.0,10.0,14.0,8.0,24.0,0.0,0,0,0,0
2016-07-05,99.0,89.0,79.0,85.0,65.0,45.0,10.0,9.0,0.0,16.0,8.0,26.0,0.0,0,0,0,0
2016-07-06,100.0,90.0,79.0,91.0,68.0,45.0,10.0,10.0,10.0,16.0,8.0,28.0,0.0,0,0,0,0
2016-07-07,99.0,89.0,79.0,85.0,64.0,42.0,10.0,10.0,5.0,16.0,9.0,26.0,0.0,0,0,0,0
2016-07-08,100.0,90.0,79.0,85.0,64.0,42.0,10.0,10.0,10.0,14.0,7.0,23.0,0.0,0,0,0,0
2016-07-09,99.0,89.0,78.0,91.0,65.0,39.0,10.0,10.0,8.0,13.0,7.0,23.0,0.0,0,0,0,0
2016-07-10,97.0,87.0,77.0,91.0,67.0,42.0,10.0,9.0,6.0,14.0,6.0,25.0,0.04,0,1,0,1
2016-07-11,100.0,90.0,79.0,85.0,60.0,35.0,10.0,10.0,9.0,17.0,9.0,31.0,0.0,0,0,0,0
2016-07-12,100.0,89.0,77.0,88.0,64.0,39.0,10.0,10.0,10.0,17.0,9.0,28.0,0.0,0,0,0,0
2016-07-13,101.0,91.0,80.0,85.0,64.0,42.0,10.0,10.0,10.0,15.0,8.0,25.0,0.0,0,0,0,0
2016-07-14,101.0,89.0,77.0,88.0,64.0,40.0,10.0,10.0,10.0,17.0,8.0,24.0,0.0,0,0,0,0
2016-07-15,101.0,90.0,78.0,91.0,62.0,33.0,10.0,10.0,9.0,13.0,7.0,22.0,0.0,0,0,0,0
2016-07-16,100.0,88.0,76.0,94.0,66.0,38.0,10.0,10.0,9.0,12.0,5.0,20.0,0.0,0,0,0,0
2016-07-17,99.0,88.0,76.0,88.0,63.0,38.0,10.0,10.0,10.0,12.0,7.0,20.0,0.0,0,0,0,0
2016-07-18,99.0,89.0,78.0,91.0,65.0,39.0,10.0,10.0,10.0,14.0,5.0,23.0,0.0,0,0,0,0
2016-07-19,100.0,89.0,77.0,85.0,64.0,42.0,10.0,10.0,10.0,15.0,5.0,24.0,0.0,0,0,0,0
2016-07-20,101.0,89.0,77.0,88.0,62.0,35.0,10.0,10.0,10.0,13.0,5.0,22.0,0.0,0,0,0,0
2016-07-21,101.0,89.0,76.0,87.0,60.0,33.0,10.0,10.0,10.0,12.0,4.0,20.0,0.0,0,0,0,0
2016-07-22,102.0,89.0,76.0,87.0,59.0,31.0,10.0,10.0,10.0,12.0,4.0,17.0,0.0,0,0,0,0
2016-07-23,101.0,90.0,78.0,85.0,60.0,35.0,10.0,10.0,10.0,13.0,6.0,21.0,0.0,0,0,0,0
2016-07-24,101.0,90.0,78.0,91.0,64.0,37.0,10.0,10.0,10.0,13.0,5.0,21.0,0.0,0,0,0,0
2016-07-25,102.0,89.0,76.0,94.0,66.0,37.0,10.0,9.0,2.0,21.0,3.0,33.0,0.76,0,1,0,1
2016-07-26,93.0,84.0,75.0,100.0,76.0,52.0,10.0,7.0,1.0,9.0,2.0,17.0,0.08,0,1,0,1
2016-07-27,92.0,83.0,74.0,100.0,78.0,55.0,10.0,6.0,0.0,16.0,3.0,26.0,1.06,1,1,0,1
2016-07-28,97.0,86.0,75.0,94.0,70.0,46.0,10.0,10.0,8.0,22.0,3.0,30.0,0.0,0,0,0,1
2016-07-29,96.0,85.0,74.0,91.0,67.0,43.0,10.0,10.0,10.0,9.0,4.0,17.0,0.0,0,0,0,0
2016-07-30,97.0,87.0,76.0,100.0,71.0,42.0,10.0,10.0,10.0,12.0,5.0,18.0,0.0,0,0,0,0
2016-07-31,98.0,88.0,78.0,91.0,66.0,40.0,10.0,10.0,10.0,13.0,6.0,21.0,0.0,0,0,0,0
2016-08-01,99.0,87.0,75.0,94.0,62.0,29.0,10.0,10.0,10.0,13.0,6.0,22.0,0.0,0,0,0,0
2016-08-02,98.0,87.0,75.0,94.0,67.0,39.0,10.0,10.0,10.0,12.0,5.0,19.0,0.0,0,0,0,0
2016-08-03,99.0,88.0,76.0,94.0,68.0,42.0,10.0,10.0,10.0,10.0,4.0,18.0,0.0,0,0,0,0
2016-08-04,99.0,88.0,76.0,88.0,65.0,42.0,10.0,10.0,10.0,12.0,5.0,20.0,0.0,0,0,0,0
2016-08-05,100.0,89.0,77.0,91.0,67.0,42.0,10.0,10.0,10.0,12.0,5.0,18.0,0.0,0,0,0,0
2016-08-06,100.0,89.0,77.0,88.0,63.0,38.0,10.0,10.0,10.0,12.0,4.0,18.0,0.0,0,0,0,0
2016-08-07,100.0,89.0,77.0,91.0,65.0,39.0,10.0,10.0,10.0,12.0,6.0,19.0,0.0,0,0,0,0
2016-08-08,100.0,89.0,78.0,91.0,65.0,39.0,10.0,10.0,10.0,10.0,5.0,20.0,0.0,0,0,0,0
2016-08-09,102.0,91.0,79.0,91.0,66.0,40.0,10.0,10.0,10.0,13.0,6.0,20.0,0.0,0,0,0,0
2016-08-10,102.0,92.0,81.0,91.0,64.0,37.0,10.0,10.0,10.0,12.0,5.0,20.0,0.0,0,0,0,0
2016-08-11,102.0,90.0,78.0,91.0,64.0,37.0,10.0,10.0,10.0,12.0,5.0,21.0,0.0,0,0,0,0
2016-08-12,105.0,92.0,79.0,91.0,63.0,35.0,10.0,10.0,9.0,15.0,5.0,24.0,0.0,0,0,0,0
2016-08-13,96.0,87.0,77.0,94.0,73.0,52.0,10.0,10.0,7.0,13.0,3.0,19.0,0.1,0,1,0,1
2016-08-14,84.0,78.0,71.0,100.0,90.0,79.0,10.0,7.0,1.0,15.0,3.0,24.0,0.92,0,1,0,1
2016-08-15,76.0,74.0,71.0,100.0,97.0,93.0,10.0,5.0,1.0,7.0,2.0,12.0,2.35,0,1,0,0
2016-08-16,83.0,77.0,71.0,100.0,90.0,79.0,10.0,6.0,0.0,10.0,3.0,16.0,1.79,1,1,0,1
2016-08-17,84.0,80.0,75.0,100.0,90.0,79.0,10.0,8.0,1.0,12.0,3.0,16.0,0.3,0,1,0,1
2016-08-18,88.0,81.0,74.0,100.0,84.0,68.0,10.0,9.0,1.0,12.0,2.0,18.0,0.17,0,1,0,0
2016-08-19,93.0,84.0,75.0,100.0,76.0,52.0,10.0,9.0,2.0,10.0,5.0,19.0,0.06,0,1,0,0
2016-08-20,83.0,78.0,73.0,94.0,87.0,79.0,10.0,8.0,1.0,10.0,4.0,17.0,0.74,0,1,0,1
2016-08-21,82.0,78.0,73.0,100.0,87.0,74.0,10.0,9.0,4.0,8.0,2.0,14.0,0.11,0,1,0,0
2016-08-22,91.0,83.0,75.0,94.0,75.0,56.0,10.0,9.0,2.0,13.0,4.0,20.0,0.04,0,1,0,0
2016-08-23,94.0,86.0,77.0,91.0,70.0,49.0,10.0,10.0,9.0,13.0,7.0,21.0,0.0,0,0,0,0
2016-08-24,93.0,85.0,76.0,94.0,72.0,49.0,10.0,10.0,5.0,13.0,6.0,21.0,0.0,0,0,0,0
2016-08-25,94.0,84.0,74.0,100.0,75.0,49.0,10.0,10.0,7.0,13.0,2.0,17.0,0.04,0,0,0,0
2016-08-26,93.0,84.0,75.0,94.0,73.0,52.0,10.0,10.0,10.0,13.0,3.0,20.0,0.0,0,0,0,0
2016-08-27,92.0,82.0,72.0,93.0,73.0,52.0,10.0,10.0,9.0,12.0,3.0,19.0,0.0,0,0,0,0
2016-08-28,92.0,83.0,73.0,91.0,72.0,52.0,10.0,9.0,1.0,12.0,3.0,22.0,0.16,0,1,0,0
2016-08-29,91.0,82.0,73.0,94.0,75.0,56.0,10.0,9.0,3.0,16.0,5.0,25.0,0.06,0,1,0,0
2016-08-30,92.0,83.0,73.0,94.0,73.0,52.0,10.0,10.0,10.0,12.0,4.0,16.0,0.0,0,0,0,0
2016-08-31,94.0,84.0,74.0,100.0,75.0,49.0,10.0,10.0,8.0,9.0,2.0,14.0,0.09,0,1,0,0
2016-09-01,96.0,86.0,75.0,94.0,70.0,46.0,10.0,10.0,8.0,10.0,4.0,15.0,0.0,0,0,0,0
2016-09-02,92.0,84.0,75.0,87.0,73.0,59.0,10.0,10.0,8.0,9.0,3.0,17.0,0.0,0,0,0,0
2016-09-03,92.0,83.0,73.0,94.0,73.0,52.0,10.0,9.0,5.0,10.0,3.0,17.0,0.0,0,0,0,0
2016-09-04,93.0,84.0,75.0,94.0,73.0,52.0,10.0,9.0,6.0,13.0,3.0,19.0,0.01,0,1,0,1
2016-09-05,94.0,84.0,73.0,94.0,77.0,59.0,10.0,10.0,9.0,14.0,5.0,19.0,0.0,0,1,0,1
2016-09-06,95.0,86.0,77.0,97.0,79.0,60.0,10.0,10.0,5.0,17.0,6.0,25.0,0.01,0,1,0,1
2016-09-07,96.0,87.0,78.0,97.0,75.0,52.0,10.0,10.0,8.0,13.0,6.0,20.0,0.0,0,0,0,0
2016-09-08,95.0,86.0,77.0,91.0,70.0,49.0,10.0,10.0,10.0,12.0,6.0,20.0,0.0,0,0,0,0
2016-09-09,95.0,86.0,77.0,94.0,72.0,49.0,10.0,10.0,10.0,13.0,6.0,20.0,0.0,0,0,0,0
2016-09-10,93.0,82.0,71.0,94.0,68.0,41.0,10.0,9.0,2.0,18.0,6.0,31.0,0.05,0,1,0,0
2016-09-11,93.0,81.0,69.0,84.0,64.0,44.0,10.0,10.0,10.0,7.0,2.0,10.0,0.0,0,0,0,0
2016-09-12,93.0,82.0,70.0,93.0,70.0,47.0,10.0,10.0,10.0,10.0,3.0,15.0,0.0,0,0,0,0
2016-09-13,94.0,84.0,74.0,100.0,73.0,46.0,10.0,10.0,6.0,9.0,3.0,15.0,0.0,0,1,0,0
2016-09-14,92.0,84.0,76.0,82.0,66.0,49.0,10.0,10.0,9.0,14.0,3.0,18.0,0.0,0,1,0,0
2016-09-15,94.0,83.0,72.0,93.0,70.0,46.0,10.0,10.0,3.0,12.0,3.0,17.0,0.0,0,0,0,0
2016-09-16,95.0,85.0,75.0,94.0,69.0,44.0,10.0,10.0,10.0,9.0,2.0,12.0,0.0,0,0,0,0
2016-09-17,96.0,85.0,75.0,90.0,67.0,46.0,10.0,10.0,10.0,7.0,1.0,12.0,0.0,0,0,0,0
2016-09-18,98.0,87.0,75.0,94.0,70.0,45.0,10.0,10.0,10.0,8.0,2.0,12.0,0.0,0,0,0,0
2016-09-19,99.0,88.0,76.0,94.0,68.0,42.0,10.0,10.0,10.0,10.0,3.0,16.0,0.0,0,0,0,0
2016-09-20,99.0,87.0,75.0,94.0,66.0,38.0,10.0,10.0,10.0,10.0,3.0,17.0,0.0,0,0,0,0
2016-09-21,96.0,86.0,75.0,91.0,62.0,33.0,10.0,10.0,7.0,10.0,2.0,13.0,0.0,0,0,0,0
2016-09-22,94.0,82.0,70.0,84.0,64.0,44.0,10.0,10.0,10.0,14.0,5.0,18.0,0.0,0,0,0,0
2016-09-23,93.0,85.0,76.0,94.0,73.0,52.0,10.0,9.0,2.0,14.0,5.0,20.0,0.03,0,1,0,0
2016-09-24,97.0,87.0,77.0,94.0,72.0,49.0,10.0,10.0,4.0,15.0,5.0,23.0,0.01,0,1,0,1
2016-09-25,88.0,79.0,70.0,100.0,83.0,65.0,10.0,9.0,0.0,13.0,4.0,21.0,0.76,1,1,0,1
2016-09-26,73.0,70.0,67.0,100.0,89.0,78.0,10.0,7.0,1.0,13.0,6.0,20.0,1.22,0,1,0,0
2016-09-27,80.0,74.0,67.0,87.0,71.0,54.0,10.0,10.0,10.0,9.0,3.0,13.0,0.0,0,0,0,0
2016-09-28,89.0,77.0,65.0,93.0,61.0,29.0,10.0,10.0,10.0,8.0,1.0,11.0,0.0,0,0,0,0
2016-09-29,86.0,75.0,63.0,87.0,61.0,34.0,10.0,10.0,10.0,12.0,5.0,21.0,0.0,0,0,0,0
2016-09-30,83.0,72.0,60.0,73.0,54.0,34.0,10.0,10.0,10.0,8.0,2.0,12.0,0.0,0,0,0,0
2016-10-01,80.0,70.0,59.0,87.0,65.0,42.0,10.0,10.0,10.0,7.0,1.0,13.0,0.0,0,0,0,0
2016-10-02,85.0,72.0,58.0,93.0,65.0,37.0,10.0,10.0,10.0,8.0,2.0,11.0,0.0,0,0,0,0
2016-10-03,87.0,75.0,62.0,90.0,66.0,42.0,10.0,10.0,9.0,10.0,3.0,14.0,0.0,0,0,0,0
2016-10-04,91.0,81.0,70.0,90.0,69.0,47.0,10.0,10.0,8.0,12.0,5.0,20.0,0.0,0,0,0,0
2016-10-05,92.0,84.0,75.0,94.0,72.0,49.0,10.0,10.0,10.0,13.0,5.0,21.0,0.0,0,0,0,0
2016-10-06,92.0,84.0,76.0,94.0,71.0,47.0,10.0,10.0,10.0,16.0,5.0,23.0,0.0,0,0,0,0
2016-10-07,89.0,76.0,63.0,94.0,74.0,53.0,10.0,10.0,7.0,16.0,5.0,26.0,0.0,0,1,0,0
2016-10-08,86.0,74.0,61.0,90.0,69.0,48.0,10.0,10.0,10.0,9.0,5.0,16.0,0.0,0,0,0,0
2016-10-09,84.0,71.0,58.0,73.0,49.0,24.0,10.0,10.0,10.0,8.0,4.0,14.0,0.0,0,0,0,0
2016-10-10,84.0,68.0,52.0,83.0,53.0,23.0,10.0,10.0,10.0,7.0,1.0,11.0,0.0,0,0,0,0
2016-10-11,88.0,71.0,53.0,83.0,57.0,30.0,10.0,10.0,10.0,9.0,1.0,13.0,0.0,0,0,0,0
2016-10-12,91.0,76.0,61.0,84.0,66.0,47.0,10.0,10.0,10.0,10.0,3.0,17.0,0.0,0,0,0,0
2016-10-13,89.0,79.0,68.0,94.0,73.0,51.0,10.0,10.0,4.0,12.0,2.0,16.0,0.17,0,1,0,0
2016-10-14,87.0,77.0,67.0,100.0,74.0,48.0,10.0,7.0,0.0,14.0,3.0,24.0,0.0,1,1,0,0
2016-10-15,91.0,81.0,71.0,93.0,70.0,47.0,10.0,10.0,10.0,12.0,4.0,21.0,0.0,0,0,0,0
2016-10-16,94.0,85.0,75.0,87.0,66.0,44.0,10.0,10.0,10.0,14.0,5.0,20.0,0.0,0,0,0,0
2016-10-17,94.0,84.0,74.0,93.0,69.0,44.0,10.0,10.0,10.0,12.0,6.0,23.0,0.0,0,0,0,0
2016-10-18,93.0,84.0,75.0,87.0,67.0,47.0,10.0,10.0,10.0,13.0,6.0,22.0,0.0,0,0,0,0
2016-10-19,92.0,84.0,75.0,94.0,71.0,47.0,10.0,10.0,10.0,12.0,5.0,18.0,0.0,0,0,0,0
2016-10-20,83.0,74.0,65.0,93.0,60.0,26.0,10.0,10.0,10.0,17.0,7.0,29.0,0.0,0,0,0,0
2016-10-21,77.0,65.0,53.0,71.0,50.0,28.0,10.0,10.0,10.0,9.0,3.0,15.0,0.0,0,0,0,0
2016-10-22,80.0,64.0,47.0,86.0,57.0,27.0,10.0,10.0,10.0,9.0,2.0,16.0,0.0,0,0,0,0
2016-10-23,84.0,70.0,55.0,86.0,63.0,39.0,10.0,10.0,10.0,13.0,3.0,19.0,0.0,0,1,0,1
2016-10-24,86.0,77.0,67.0,93.0,71.0,48.0,10.0,10.0,10.0,10.0,4.0,16.0,0.0,0,0,0,0
2016-10-25,86.0,77.0,67.0,100.0,72.0,44.0,10.0,8.0,1.0,10.0,3.0,17.0,0.0,0,0,0,0
2016-10-26,87.0,76.0,64.0,93.0,69.0,44.0,10.0,10.0,10.0,10.0,2.0,14.0,0.0,0,0,0,0
2016-10-27,88.0,76.0,64.0,93.0,68.0,43.0,10.0,10.0,10.0,9.0,3.0,14.0,0.0,0,0,0,0
2016-10-28,86.0,74.0,61.0,90.0,67.0,44.0,10.0,10.0,10.0,12.0,2.0,16.0,0.0,0,0,0,0
2016-10-29,86.0,75.0,64.0,93.0,68.0,42.0,10.0,10.0,8.0,12.0,2.0,21.0,0.0,0,0,0,0
2016-10-30,87.0,76.0,65.0,100.0,67.0,34.0,10.0,10.0,8.0,10.0,2.0,14.0,0.0,0,0,0,0
2016-10-31,86.0,73.0,60.0,100.0,72.0,44.0,10.0,8.0,0.0,12.0,3.0,17.0,0.0,1,0,0,0
2016-11-01,91.0,81.0,71.0,100.0,72.0,44.0,10.0,9.0,1.0,15.0,5.0,22.0,0.33,0,1,0,1
2016-11-02,88.0,81.0,73.0,100.0,78.0,55.0,10.0,9.0,5.0,12.0,6.0,17.0,0.01,0,1,0,0
2016-11-03,80.0,74.0,68.0,93.0,84.0,74.0,10.0,8.0,0.0,16.0,5.0,25.0,1.07,1,1,0,1
2016-11-04,73.0,71.0,68.0,93.0,89.0,84.0,10.0,9.0,6.0,8.0,4.0,11.0,0.0,0,0,0,0
2016-11-05,72.0,68.0,63.0,100.0,91.0,81.0,10.0,6.0,1.0,7.0,2.0,12.0,0.24,0,1,0,0
2016-11-06,76.0,68.0,59.0,93.0,85.0,76.0,10.0,10.0,5.0,12.0,2.0,20.0,0.07,0,1,0,0
2016-11-07,71.0,66.0,61.0,100.0,94.0,87.0,10.0,5.0,1.0,7.0,2.0,12.0,0.08,0,1,0,0
2016-11-08,69.0,66.0,62.0,100.0,92.0,84.0,10.0,8.0,2.0,10.0,4.0,16.0,0.49,0,1,0,1
2016-11-09,65.0,63.0,60.0,100.0,94.0,87.0,10.0,6.0,1.0,10.0,6.0,17.0,0.17,0,1,0,0
2016-11-10,71.0,64.0,56.0,90.0,72.0,53.0,10.0,10.0,8.0,8.0,3.0,12.0,0.0,0,0,0,0
2016-11-11,74.0,65.0,55.0,100.0,79.0,57.0,10.0,8.0,2.0,8.0,2.0,12.0,0.0,0,1,0,0
2016-11-12,77.0,67.0,57.0,93.0,72.0,50.0,10.0,8.0,1.0,9.0,4.0,13.0,0.0,0,0,0,0
2016-11-13,76.0,65.0,54.0,93.0,75.0,57.0,10.0,10.0,9.0,7.0,2.0,12.0,0.0,0,0,0,0
2016-11-14,82.0,69.0,56.0,100.0,74.0,48.0,10.0,6.0,0.0,9.0,2.0,16.0,0.0,1,0,0,0
2016-11-15,86.0,73.0,59.0,87.0,60.0,32.0,10.0,10.0,10.0,8.0,2.0,14.0,0.0,0,0,0,0
2016-11-16,86.0,71.0,55.0,86.0,58.0,30.0,10.0,10.0,10.0,9.0,3.0,18.0,0.0,0,0,0,0
2016-11-17,82.0,70.0,58.0,100.0,74.0,47.0,10.0,9.0,1.0,15.0,7.0,26.0,0.0,0,0,0,0
2016-11-18,79.0,66.0,52.0,90.0,62.0,34.0,10.0,10.0,10.0,17.0,7.0,29.0,0.0,0,1,0,0
2016-11-19,63.0,52.0,41.0,67.0,46.0,25.0,10.0,10.0,10.0,13.0,5.0,22.0,0.0,0,0,0,0
2016-11-20,67.0,51.0,35.0,85.0,55.0,24.0,10.0,10.0,10.0,10.0,2.0,15.0,0.0,0,0,0,0
2016-11-21,77.0,61.0,44.0,84.0,64.0,43.0,10.0,10.0,10.0,13.0,5.0,21.0,0.0,0,0,0,0
2016-11-22,76.0,69.0,62.0,97.0,83.0,69.0,10.0,9.0,2.0,13.0,5.0,23.0,0.49,0,1,0,1
2016-11-23,73.0,62.0,51.0,100.0,71.0,41.0,10.0,9.0,2.0,14.0,3.0,24.0,0.13,0,1,0,0
2016-11-24,76.0,61.0,46.0,93.0,70.0,46.0,10.0,10.0,10.0,8.0,1.0,12.0,0.0,0,0,0,0
2016-11-25,66.0,61.0,55.0,97.0,87.0,77.0,10.0,10.0,6.0,10.0,4.0,14.0,0.03,0,1,0,0
2016-11-26,70.0,62.0,53.0,83.0,69.0,55.0,10.0,10.0,10.0,7.0,2.0,9.0,0.0,0,0,0,0
2016-11-27,76.0,66.0,56.0,86.0,75.0,64.0,10.0,10.0,10.0,14.0,6.0,26.0,0.0,0,0,0,0
2016-11-28,79.0,65.0,51.0,84.0,53.0,21.0,10.0,10.0,10.0,17.0,6.0,28.0,0.0,0,0,0,0
2016-11-29,79.0,64.0,49.0,80.0,53.0,25.0,10.0,10.0,10.0,8.0,3.0,12.0,0.0,0,0,0,0
2016-11-30,67.0,55.0,42.0,66.0,45.0,24.0,10.0,10.0,10.0,13.0,4.0,20.0,0.0,0,0,0,0
2016-12-01,69.0,53.0,37.0,85.0,56.0,27.0,10.0,10.0,10.0,12.0,3.0,16.0,0.0,0,0,0,0
2016-12-02,64.0,58.0,51.0,90.0,77.0,63.0,10.0,10.0,5.0,10.0,4.0,17.0,0.22,0,1,0,0
2016-12-03,52.0,51.0,49.0,100.0,95.0,89.0,10.0,6.0,2.0,12.0,6.0,21.0,1.29,0,1,0,0
2016-12-04,53.0,51.0,49.0,93.0,88.0,83.0,10.0,8.0,2.0,13.0,6.0,19.0,0.37,0,1,0,0
2016-12-05,52.0,50.0,47.0,100.0,95.0,89.0,10.0,5.0,1.0,10.0,3.0,17.0,0.63,0,1,0,0
2016-12-06,58.0,51.0,43.0,100.0,84.0,67.0,10.0,8.0,0.0,17.0,4.0,27.0,0.0,1,0,0,0
2016-12-07,56.0,48.0,39.0,100.0,86.0,72.0,10.0,7.0,2.0,13.0,3.0,19.0,0.0,0,0,0,0
2016-12-08,52.0,44.0,36.0,83.0,68.0,52.0,10.0,10.0,9.0,21.0,10.0,32.0,0.0,0,0,0,0
2016-12-09,46.0,40.0,33.0,56.0,45.0,34.0,10.0,10.0,10.0,12.0,5.0,18.0,0.0,0,0,0,0
2016-12-10,52.0,44.0,35.0,96.0,75.0,54.0,10.0,8.0,2.0,9.0,3.0,15.0,0.0,0,0,0,0
2016-12-11,67.0,59.0,50.0,100.0,91.0,81.0,10.0,5.0,0.0,14.0,4.0,25.0,0.02,1,1,0,0
2016-12-12,67.0,57.0,46.0,93.0,73.0,52.0,10.0,10.0,10.0,10.0,3.0,17.0,0.0,0,0,0,0
2016-12-13,77.0,64.0,50.0,100.0,73.0,46.0,10.0,7.0,1.0,14.0,4.0,22.0,0.0,0,0,0,0
2016-12-14,57.0,50.0,43.0,89.0,78.0,66.0,10.0,10.0,7.0,12.0,4.0,17.0,0.0,0,0,0,0
2016-12-15,54.0,50.0,45.0,92.0,78.0,63.0,10.0,7.0,2.0,12.0,5.0,20.0,0.0,0,0,0,0
2016-12-16,67.0,59.0,51.0,96.0,82.0,68.0,10.0,8.0,2.0,12.0,5.0,21.0,0.0,0,0,0,0
2016-12-17,76.0,55.0,34.0,100.0,80.0,59.0,10.0,6.0,2.0,21.0,6.0,35.0,0.0,0,0,0,0
2016-12-18,37.0,32.0,26.0,58.0,48.0,38.0,10.0,10.0,10.0,21.0,12.0,35.0,0.0,0,0,0,0
2016-12-19,45.0,34.0,23.0,59.0,42.0,24.0,10.0,10.0,10.0,13.0,5.0,21.0,0.0,0,0,0,0
2016-12-20,59.0,47.0,35.0,59.0,40.0,20.0,10.0,10.0,10.0,7.0,2.0,11.0,0.0,0,0,0,0
2016-12-21,71.0,57.0,43.0,55.0,41.0,27.0,10.0,10.0,10.0,12.0,4.0,19.0,0.0,0,0,0,0
2016-12-22,68.0,59.0,50.0,63.0,48.0,32.0,10.0,10.0,9.0,12.0,4.0,19.0,0.0,0,0,0,0
2016-12-23,68.0,60.0,52.0,100.0,74.0,47.0,10.0,6.0,0.0,7.0,1.0,10.0,0.01,1,1,0,0
2016-12-24,78.0,72.0,65.0,100.0,85.0,69.0,10.0,9.0,5.0,17.0,7.0,28.0,0.0,0,0,0,0
2016-12-25,80.0,74.0,68.0,90.0,74.0,58.0,10.0,10.0,10.0,17.0,9.0,32.0,0.0,0,0,0,0
2016-12-26,84.0,77.0,70.0,93.0,74.0,55.0,10.0,10.0,7.0,12.0,4.0,20.0,0.0,0,1,0,0
2016-12-27,76.0,69.0,62.0,97.0,72.0,46.0,10.0,10.0,10.0,7.0,1.0,11.0,0.0,0,0,0,0
2016-12-28,83.0,73.0,62.0,93.0,72.0,51.0,10.0,9.0,4.0,12.0,3.0,20.0,0.0,0,0,0,0
2016-12-29,70.0,60.0,49.0,84.0,51.0,18.0,10.0,10.0,10.0,18.0,9.0,30.0,0.0,0,0,0,0
2016-12-30,55.0,52.0,49.0,48.0,38.0,27.0,10.0,10.0,10.0,12.0,4.0,16.0,0.0,0,0,0,0
2016-12-31,77.0,64.0,51.0,90.0,70.0,50.0,10.0,10.0,4.0,10.0,3.0,18.0,0.0,0,1,0,0
