Date,TempHigh_F,TempAvg_F,TempLow_F,HumidityHigh_Percent,HumidityAvg_Percent,HumidityLow_Percent,VisibilityHigh_Miles,VisibilityAvg_Miles,VisibilityLow_Miles,WindHigh_MPH,WindAvg_MPH,WindGust_MPH,Precipitation_Inches,Events
4/4/16,83,68,53,66,48,30,10,10,10,12,4,18,0,""
4/5/16,82,68,53,66,50,33,10,10,10,15,5,25,0,""
4/6/16,82,69,55,90,56,21,10,10,10,15,6,23,0,""
4/7/16,85,67,48,86,55,23,10,10,10,9,3,19,0,""
4/8/16,80,68,55,77,51,25,10,10,10,12,4,19,0,""
4/9/16,77,68,58,84,63,41,10,10,2,16,5,26,0.02,"Rain,Thunderstorm"
4/10/16,79,72,65,87,75,62,10,10,10,21,8,32,T,""
4/11/16,89,80,70,93,74,55,10,10,6,15,5,26,T,""
4/12/16,73,68,62,93,83,73,10,8,1,15,7,26,1.19,"Rain,Thunderstorm"
4/13/16,72,65,58,100,83,66,10,8,2,10,4,20,0.4,"Rain"
4/14/16,77,66,54,100,75,50,10,6,0,10,4,17,0,"Fog"
4/15/16,79,67,54,100,77,54,10,8,4,14,5,22,0,""
4/16/16,75,70,64,100,92,84,10,7,1,16,8,28,0.25,"Rain"
4/17/16,78,71,64,97,90,82,10,5,0,16,6,25,1.34,"Fog,Rain,Thunderstorm"
4/18/16,75,69,63,100,87,73,10,6,1,13,4,23,1.13,"Rain,Thunderstorm"
4/19/16,81,72,62,100,79,58,10,6,1,8,2,13,0,""
4/20/16,81,71,60,93,72,51,10,9,2,20,4,35,0.58,"Rain,Thunderstorm"
4/21/16,83,72,60,93,70,47,10,8,2,17,5,25,0.41,"Rain,Thunderstorm"
4/22/16,84,72,60,93,63,33,10,10,10,12,4,16,0,""
4/23/16,83,69,55,87,61,34,10,10,10,9,3,17,0,""
4/24/16,79,71,63,93,79,64,10,10,10,13,6,20,T,""
4/25/16,88,79,70,93,76,59,10,10,6,15,7,25,0,"Thunderstorm"
4/26/16,86,79,72,93,77,61,10,8,4,17,9,27,0,""
4/27/16,90,76,62,93,54,15,10,8,1,16,5,37,0.54,"Rain,Thunderstorm"
4/28/16,87,75,63,93,71,48,10,8,2,15,7,25,T,""
4/29/16,84,80,75,94,82,70,10,7,3,14,7,23,T,"Rain"
4/30/16,86,76,66,94,73,51,10,8,0,13,4,23,0.92,"Fog,Rain,Thunderstorm"
5/1/16,78,72,66,87,69,50,10,10,10,13,7,22,T,""
5/2/16,70,64,57,80,68,55,10,10,10,15,7,25,T,"Rain,Thunderstorm"
5/3/16,78,67,55,86,60,33,10,10,10,12,4,19,0,""
5/4/16,87,71,54,89,57,25,10,10,10,13,5,19,0,""
5/5/16,89,74,59,72,51,29,10,10,10,8,4,15,0,""
5/6/16,86,71,56,86,60,34,10,10,10,10,3,19,0,""
5/7/16,85,73,60,90,65,40,10,10,10,17,6,29,0,""
5/8/16,73,70,67,97,88,78,10,10,3,17,8,27,0.11,"Rain"
5/9/16,87,77,67,87,69,50,10,10,7,16,7,30,0,""
5/10/16,91,79,66,93,75,56,10,6,2,17,8,29,0.27,"Rain,Thunderstorm"
5/11/16,87,76,65,87,76,65,10,8,2,18,6,26,0.33,"Rain,Thunderstorm"
5/12/16,84,76,68,93,78,62,10,9,2,17,4,29,0.11,"Rain,Thunderstorm"
5/13/16,87,79,71,79,69,58,10,10,10,8,4,13,T,""
5/14/16,81,72,63,100,87,74,10,6,1,9,2,16,0.77,"Rain,Thunderstorm"
5/15/16,72,67,62,93,83,72,10,9,4,9,4,15,0.23,"Rain"
5/16/16,80,74,67,100,84,67,10,6,2,12,5,17,0.26,"Rain"
5/17/16,82,74,65,100,83,65,10,6,1,20,5,31,0.2,"Rain,Thunderstorm"
5/18/16,78,71,64,93,77,60,10,10,4,15,7,23,0.16,"Rain,Thunderstorm"
5/19/16,76,69,61,100,84,68,10,5,1,15,5,29,2.25,"Rain,Thunderstorm"
5/20/16,83,73,62,93,74,55,10,9,5,8,3,13,0,""
5/21/16,83,77,70,87,81,74,10,10,8,9,4,16,0,""
5/22/16,87,80,72,93,82,70,10,10,6,14,5,22,T,""
5/23/16,85,78,71,93,84,74,10,9,2,14,7,22,0.01,"Rain"
5/24/16,87,81,74,87,76,65,10,10,10,13,8,22,0,""
5/25/16,86,82,77,88,81,74,10,8,5,13,6,22,0,""
5/26/16,90,79,68,93,76,59,10,8,5,16,7,28,0.52,"Rain,Thunderstorm"
5/27/16,77,71,65,100,87,74,10,8,2,12,6,21,0.35,"Rain,Thunderstorm"
5/28/16,91,78,65,100,79,57,10,6,0,13,5,19,0.02,"Fog,Rain,Thunderstorm"
5/29/16,88,79,70,100,78,55,10,8,3,14,6,21,0.18,"Rain,Thunderstorm"
5/30/16,89,78,66,93,67,40,10,8,2,13,5,19,0.31,"Rain,Thunderstorm"
5/31/16,82,75,67,100,85,69,10,8,1,14,3,22,1.07,"Rain,Thunderstorm"
6/1/16,87,78,68,97,75,53,10,6,1,10,2,16,0.19,"Rain"
6/2/16,84,76,68,100,76,51,10,7,1,10,4,18,0.36,"Rain,Thunderstorm"
6/3/16,85,75,65,93,74,55,10,6,1,10,3,16,1.61,"Rain,Thunderstorm"
6/4/16,86,77,67,100,76,51,10,9,2,13,5,20,0.1,"Rain"
6/5/16,88,78,68,97,66,34,10,10,10,14,6,22,0,""
6/6/16,90,80,70,68,53,38,10,10,10,13,4,20,0,""
6/7/16,92,81,69,84,64,44,10,10,10,8,2,14,0,""
6/8/16,92,81,70,93,71,49,10,10,7,12,3,18,0,""
6/9/16,92,82,71,93,73,52,10,10,6,20,5,34,0,""
6/10/16,91,80,69,97,77,56,10,10,9,10,3,14,0,""
6/11/16,93,85,76,88,72,56,10,9,5,12,6,19,0,""
6/12/16,94,86,77,91,74,56,10,10,8,14,6,22,0,""
6/13/16,94,85,76,91,76,60,10,10,10,12,5,18,0,""
6/14/16,94,86,78,85,71,56,10,10,8,12,6,21,0,""
6/15/16,96,87,78,85,66,46,10,8,6,13,7,23,0,""
6/16/16,96,86,75,94,71,48,10,9,6,14,6,22,0,""
6/17/16,97,87,76,94,70,46,10,10,9,10,6,19,0,""
6/18/16,96,86,76,88,67,46,10,9,7,10,4,16,0,""
6/19/16,94,86,77,85,67,49,10,10,10,12,4,17,0,""
6/20/16,95,85,75,87,65,43,10,10,10,9,4,17,0,""
6/21/16,96,86,75,87,66,45,10,10,10,9,4,16,0,""
6/22/16,96,86,76,94,72,49,10,10,3,13,6,22,0,""
6/23/16,95,85,75,94,70,46,10,10,10,14,6,22,0,""
6/24/16,93,84,75,94,73,52,10,10,10,13,6,20,0,""
6/25/16,88,83,77,94,81,68,10,10,7,10,5,16,0.02,"Rain,Thunderstorm"
6/26/16,95,86,76,100,73,46,10,9,5,13,5,19,0,""
6/27/16,96,86,75,87,65,42,10,10,10,8,2,15,0,""
6/28/16,101,87,72,100,69,37,10,9,1,26,3,39,0.33,"Rain,Thunderstorm"
6/29/16,96,84,71,93,66,39,10,10,10,9,2,13,0,""
6/30/16,94,85,76,88,65,41,10,10,10,10,4,17,0,""
7/1/16,96,85,74,93,70,46,10,10,8,10,5,17,0,""
7/2/16,98,87,76,88,67,45,10,10,9,14,7,23,0,""
7/3/16,98,88,78,85,67,48,10,10,10,15,8,25,0,""
7/4/16,99,90,80,85,62,39,10,10,10,14,8,24,0,""
7/5/16,99,89,79,85,65,45,10,9,0,16,8,26,0,""
7/6/16,100,90,79,91,68,45,10,10,10,16,8,28,0,""
7/7/16,99,89,79,85,64,42,10,10,5,16,9,26,0,""
7/8/16,100,90,79,85,64,42,10,10,10,14,7,23,0,""
7/9/16,99,89,78,91,65,39,10,10,8,13,7,23,0,""
7/10/16,97,87,77,91,67,42,10,9,6,14,6,25,0.04,"Rain,Thunderstorm"
7/11/16,100,90,79,85,60,35,10,10,9,17,9,31,0,""
7/12/16,100,89,77,88,64,39,10,10,10,17,9,28,0,""
7/13/16,101,91,80,85,64,42,10,10,10,15,8,25,0,""
7/14/16,101,89,77,88,64,40,10,10,10,17,8,24,0,""
7/15/16,101,90,78,91,62,33,10,10,9,13,7,22,0,""
7/16/16,100,88,76,94,66,38,10,10,9,12,5,20,0,""
7/17/16,99,88,76,88,63,38,10,10,10,12,7,20,0,""
7/18/16,99,89,78,91,65,39,10,10,10,14,5,23,0,""
7/19/16,100,89,77,85,64,42,10,10,10,15,5,24,0,""
7/20/16,101,89,77,88,62,35,10,10,10,13,5,22,0,""
7/21/16,101,89,76,87,60,33,10,10,10,12,4,20,0,""
7/22/16,102,89,76,87,59,31,10,10,10,12,4,17,0,""
7/23/16,101,90,78,85,60,35,10,10,10,13,6,21,0,""
7/24/16,101,90,78,91,64,37,10,10,10,13,5,21,0,""
7/25/16,102,89,76,94,66,37,10,9,2,21,3,33,0.76,"Rain,Thunderstorm"
7/26/16,93,84,75,100,76,52,10,7,1,9,2,17,0.08,"Rain,Thunderstorm"
7/27/16,92,83,74,100,78,55,10,6,0,16,3,26,1.06,"Fog,Rain,Thunderstorm"
7/28/16,97,86,75,94,70,46,10,10,8,22,3,30,0,"Thunderstorm"
7/29/16,96,85,74,91,67,43,10,10,10,9,4,17,0,""
7/30/16,97,87,76,100,71,42,10,10,10,12,5,18,0,""
7/31/16,98,88,78,91,66,40,-,-,-,13,6,21,0,""
8/1/16,99,87,75,94,62,29,10,10,10,13,6,22,0,""
8/2/16,98,87,75,94,67,39,10,10,10,12,5,19,0,""
8/3/16,99,88,76,94,68,42,10,10,10,10,4,18,0,""
8/4/16,99,88,76,88,65,42,10,10,10,12,5,20,0,""
8/5/16,100,89,77,91,67,42,10,10,10,12,5,18,0,""
8/6/16,100,89,77,88,63,38,10,10,10,12,4,18,0,""
8/7/16,100,89,77,91,65,39,10,10,10,12,6,19,0,""
8/8/16,100,89,78,91,65,39,10,10,10,10,5,20,0,""
8/9/16,102,91,79,91,66,40,10,10,10,13,6,20,0,""
8/10/16,102,92,81,91,64,37,10,10,10,12,5,20,0,""
8/11/16,102,90,78,91,64,37,10,10,10,12,5,21,0,""
8/12/16,105,92,79,91,63,35,10,10,9,15,5,24,0,""
8/13/16,96,87,77,94,73,52,10,10,7,13,3,19,0.1,"Rain,Thunderstorm"
8/14/16,84,78,71,100,90,79,10,7,1,15,3,24,0.92,"Rain,Thunderstorm"
8/15/16,76,74,71,100,97,93,10,5,1,7,2,12,2.35,"Rain"
8/16/16,83,77,71,100,90,79,10,6,0,10,3,16,1.79,"Fog,Rain,Thunderstorm"
8/17/16,84,80,75,100,90,79,10,8,1,12,3,16,0.3,"Rain,Thunderstorm"
8/18/16,88,81,74,100,84,68,10,9,1,12,2,18,0.17,"Rain"
8/19/16,93,84,75,100,76,52,10,9,2,10,5,19,0.06,"Rain"
8/20/16,83,78,73,94,87,79,10,8,1,10,4,17,0.74,"Rain,Thunderstorm"
8/21/16,82,78,73,100,87,74,10,9,4,8,2,14,0.11,"Rain"
8/22/16,91,83,75,94,75,56,10,9,2,13,4,20,0.04,"Rain"
8/23/16,94,86,77,91,70,49,10,10,9,13,7,21,0,""
8/24/16,93,85,76,94,72,49,10,10,5,13,6,21,0,""
8/25/16,94,84,74,100,75,49,10,10,7,13,2,17,0.04,""
8/26/16,93,84,75,94,73,52,10,10,10,13,3,20,0,""
8/27/16,92,82,72,93,73,52,10,10,9,12,3,19,0,""
8/28/16,92,83,73,91,72,52,10,9,1,12,3,22,0.16,"Rain"
8/29/16,91,82,73,94,75,56,10,9,3,16,5,25,0.06,"Rain"
8/30/16,92,83,73,94,73,52,10,10,10,12,4,16,0,""
8/31/16,94,84,74,100,75,49,10,10,8,9,2,14,0.09,"Rain"
9/1/16,96,86,75,94,70,46,10,10,8,10,4,15,0,""
9/2/16,92,84,75,87,73,59,10,10,8,9,3,17,0,""
9/3/16,92,83,73,94,73,52,10,9,5,10,3,17,T,""
9/4/16,93,84,75,94,73,52,10,9,6,13,3,19,0.01,"Rain,Thunderstorm"
9/5/16,94,84,73,94,77,59,10,10,9,14,5,19,T,"Rain,Thunderstorm"
9/6/16,95,86,77,97,79,60,10,10,5,17,6,25,0.01,"Rain,Thunderstorm"
9/7/16,96,87,78,97,75,52,10,10,8,13,6,20,0,""
9/8/16,95,86,77,91,70,49,10,10,10,12,6,20,0,""
9/9/16,95,86,77,94,72,49,10,10,10,13,6,20,0,""
9/10/16,93,82,71,94,68,41,10,9,2,18,6,31,0.05,"Rain"
9/11/16,93,81,69,84,64,44,10,10,10,7,2,10,0,""
9/12/16,93,82,70,93,70,47,10,10,10,10,3,15,0,""
9/13/16,94,84,74,100,73,46,10,10,6,9,3,15,T,"Rain"
9/14/16,92,84,76,82,66,49,10,10,9,14,3,18,T,"Rain"
9/15/16,94,83,72,93,70,46,10,10,3,12,3,17,0,""
9/16/16,95,85,75,94,69,44,10,10,10,9,2,12,0,""
9/17/16,96,85,75,90,67,46,10,10,10,7,1,-,0,""
9/18/16,98,87,75,94,70,45,10,10,10,8,2,12,0,""
9/19/16,99,88,76,94,68,42,10,10,10,10,3,16,0,""
9/20/16,99,87,75,94,66,38,10,10,10,10,3,17,0,""
9/21/16,96,86,75,91,62,33,10,10,7,10,2,13,0,""
9/22/16,94,82,70,84,64,44,10,10,10,14,5,18,0,""
9/23/16,93,85,76,94,73,52,10,9,2,14,5,20,0.03,"Rain"
9/24/16,97,87,77,94,72,49,10,10,4,15,5,23,0.01,"Rain,Thunderstorm"
9/25/16,88,79,70,100,83,65,10,9,0,13,4,21,0.76,"Fog,Rain,Thunderstorm"
9/26/16,73,70,67,100,89,78,10,7,1,13,6,20,1.22,"Rain"
9/27/16,80,74,67,87,71,54,10,10,10,9,3,13,0,""
9/28/16,89,77,65,93,61,29,10,10,10,8,1,11,0,""
9/29/16,86,75,63,87,61,34,10,10,10,12,5,21,0,""
9/30/16,83,72,60,73,54,34,10,10,10,8,2,12,0,""
10/1/16,80,70,59,87,65,42,10,10,10,7,1,13,T,""
10/2/16,85,72,58,93,65,37,10,10,10,8,2,11,0,""
10/3/16,87,75,62,90,66,42,10,10,9,10,3,14,0,""
10/4/16,91,81,70,90,69,47,10,10,8,12,5,20,0,""
10/5/16,92,84,75,94,72,49,10,10,10,13,5,21,0,""
10/6/16,92,84,76,94,71,47,10,10,10,16,5,23,T,""
10/7/16,89,76,63,94,74,53,10,10,7,16,5,26,T,"Rain"
10/8/16,86,74,61,90,69,48,10,10,10,9,5,16,0,""
10/9/16,84,71,58,73,49,24,10,10,10,8,4,14,0,""
10/10/16,84,68,52,83,53,23,10,10,10,7,1,11,0,""
10/11/16,88,71,53,83,57,30,10,10,10,9,1,13,0,""
10/12/16,91,76,61,84,66,47,10,10,10,10,3,17,0,""
10/13/16,89,79,68,94,73,51,10,10,4,12,2,16,0.17,"Rain"
10/14/16,87,77,67,100,74,48,10,7,0,14,3,24,T,"Fog,Rain"
10/15/16,91,81,71,93,70,47,10,10,10,12,4,21,0,""
10/16/16,94,85,75,87,66,44,10,10,10,14,5,20,0,""
10/17/16,94,84,74,93,69,44,10,10,10,12,6,23,0,""
10/18/16,93,84,75,87,67,47,10,10,10,13,6,22,0,""
10/19/16,92,84,75,94,71,47,10,10,10,12,5,18,0,""
10/20/16,83,74,65,93,60,26,10,10,10,17,7,29,0,""
10/21/16,77,65,53,71,50,28,10,10,10,9,3,15,0,""
10/22/16,80,64,47,86,57,27,10,10,10,9,2,16,0,""
10/23/16,84,70,55,86,63,39,10,10,10,13,3,19,T,"Rain,Thunderstorm"
10/24/16,86,77,67,93,71,48,10,10,10,10,4,16,T,""
10/25/16,86,77,67,100,72,44,10,8,1,10,3,17,0,""
10/26/16,87,76,64,93,69,44,10,10,10,10,2,14,0,""
10/27/16,88,76,64,93,68,43,10,10,10,9,3,14,0,""
10/28/16,86,74,61,90,67,44,10,10,10,12,2,16,0,""
10/29/16,86,75,64,93,68,42,10,10,8,12,2,21,0,""
10/30/16,87,76,65,100,67,34,10,10,8,10,2,14,0,""
10/31/16,86,73,60,100,72,44,10,8,0,12,3,17,0,"Fog"
11/1/16,91,81,71,100,72,44,10,9,1,15,5,22,0.33,"Rain,Thunderstorm"
11/2/16,88,81,73,100,78,55,10,9,5,12,6,17,0.01,"Rain"
11/3/16,80,74,68,93,84,74,10,8,0,16,5,25,1.07,"Fog,Rain,Thunderstorm"
11/4/16,73,71,68,93,89,84,10,9,6,8,4,11,0,""
11/5/16,72,68,63,100,91,81,10,6,1,7,2,12,0.24,"Rain"
11/6/16,76,68,59,93,85,76,10,10,5,12,2,20,0.07,"Rain"
11/7/16,71,66,61,100,94,87,10,5,1,7,2,12,0.08,"Rain"
11/8/16,69,66,62,100,92,84,10,8,2,10,4,16,0.49,"Rain,Thunderstorm"
11/9/16,65,63,60,100,94,87,10,6,1,10,6,17,0.17,"Rain"
11/10/16,71,64,56,90,72,53,10,10,8,8,3,12,0,""
11/11/16,74,65,55,100,79,57,10,8,2,8,2,12,T,"Rain"
11/12/16,77,67,57,93,72,50,10,8,1,9,4,13,0,""
11/13/16,76,65,54,93,75,57,10,10,9,7,2,12,0,""
11/14/16,82,69,56,100,74,48,10,6,0,9,2,16,0,"Fog"
11/15/16,86,73,59,87,60,32,10,10,10,8,2,14,0,""
11/16/16,86,71,55,86,58,30,10,10,10,9,3,18,0,""
11/17/16,82,70,58,100,74,47,10,9,1,15,7,26,0,""
11/18/16,79,66,52,90,62,34,10,10,10,17,7,29,T,"Rain"
11/19/16,63,52,41,67,46,25,10,10,10,13,5,22,0,""
11/20/16,67,51,35,85,55,24,10,10,10,10,2,15,0,""
11/21/16,77,61,44,84,64,43,10,10,10,13,5,21,0,""
11/22/16,76,69,62,97,83,69,10,9,2,13,5,23,0.49,"Rain,Thunderstorm"
11/23/16,73,62,51,100,71,41,10,9,2,14,3,24,0.13,"Rain"
11/24/16,76,61,46,93,70,46,10,10,10,8,1,12,0,""
11/25/16,66,61,55,97,87,77,10,10,6,10,4,14,0.03,"Rain"
11/26/16,70,62,53,83,69,55,10,10,10,7,2,9,0,""
11/27/16,76,66,56,86,75,64,10,10,10,14,6,26,0,""
11/28/16,79,65,51,84,53,21,10,10,10,17,6,28,0,""
11/29/16,79,64,49,80,53,25,10,10,10,8,3,12,0,""
11/30/16,67,55,42,66,45,24,10,10,10,13,4,20,0,""
12/1/16,69,53,37,85,56,27,10,10,10,12,3,16,0,""
12/2/16,64,58,51,90,77,63,10,10,5,10,4,17,0.22,"Rain"
12/3/16,52,51,49,100,95,89,10,6,2,12,6,21,1.29,"Rain"
12/4/16,53,51,49,93,88,83,10,8,2,13,6,19,0.37,"Rain"
12/5/16,52,50,47,100,95,89,10,5,1,10,3,17,0.63,"Rain"
12/6/16,58,51,43,100,84,67,10,8,0,17,4,27,0,"Fog"
12/7/16,56,48,39,100,86,72,10,7,2,13,3,19,0,""
12/8/16,52,44,36,83,68,52,10,10,9,21,10,32,0,""
12/9/16,46,40,33,56,45,34,10,10,10,12,5,18,0,""
12/10/16,52,44,35,96,75,54,10,8,2,9,3,15,0,""
12/11/16,67,59,50,100,91,81,10,5,0,14,4,25,0.02,"Fog,Rain"
12/12/16,67,57,46,93,73,52,10,10,10,10,3,17,0,""
12/13/16,77,64,50,100,73,46,10,7,1,14,4,22,0,""
12/14/16,57,50,43,89,78,66,10,10,7,12,4,17,0,""
12/15/16,54,50,45,92,78,63,10,7,2,12,5,20,0,""
12/16/16,67,59,51,96,82,68,10,8,2,12,5,21,0,""
12/17/16,76,55,34,100,80,59,10,6,2,21,6,35,0,""
12/18/16,37,32,26,58,48,38,10,10,10,21,12,35,0,""
12/19/16,45,34,23,59,42,24,10,10,10,13,5,21,0,""
12/20/16,59,47,35,59,40,20,10,10,10,7,2,11,0,""
12/21/16,71,57,43,55,41,27,10,10,10,12,4,19,0,""
12/22/16,68,59,50,63,48,32,10,10,9,12,4,19,0,""
12/23/16,68,60,52,100,74,47,10,6,0,7,1,10,0.01,"Fog,Rain"
12/24/16,78,72,65,100,85,69,10,9,5,17,7,28,T,""
12/25/16,80,74,68,90,74,58,10,10,10,17,9,32,0,""
12/26/16,84,77,70,93,74,55,10,10,7,12,4,20,T,"Rain"
12/27/16,76,69,62,97,72,46,10,10,10,7,1,11,T,""
12/28/16,83,73,62,93,72,51,10,9,4,12,3,20,0,""
12/29/16,70,60,49,84,51,18,10,10,10,18,9,30,0,""
12/30/16,55,52,49,48,38,27,10,10,10,12,4,16,T,""
12/31/16,77,64,51,90,70,50,10,10,4,10,3,18,T,"Rain"